"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
-4.86347542028565	-1.8594011015083	-5.91287855452208	6.12446238424086e-06	0.101433346007797	2.40558109611626
-3.97731766160275	-2.69697527682981	-5.5028161014547	1.60765498401846e-05	0.118798206145461	1.77824595711653
6.97378818273847	0.0894321683234807	5.3802725395895	2.15188152660538e-05	0.118798206145461	1.94929363273244
-5.28027843606762	1.25166665585494	-5.04950992123895	4.75645281332847e-05	0.196940928735865	1.32354282537263
-4.28064777369617	-2.18309359079858	-4.65298595981319	0.000124238686307961	0.319059587986163	0.438605408590719
-6.09010510826405	-0.688795282092525	-4.64835628192628	0.00012564459871558	0.319059587986163	0.559762931212848
-4.76832059565166	0.487841190756181	-4.61926687515638	0.00013485189686651	0.319059587986163	0.505855780875185
-3.96473213687119	-1.98271829542563	-4.45154607572419	0.000202832102940065	0.336936741287764	0.0992525917844755
-3.96956494513023	1.7831836474936	-4.39745404227363	0.000231399037572103	0.336936741287764	0.263579564867073
-5.009749531685	1.89439192142673	-4.38588858586307	0.000238011908489309	0.336936741287764	0.298910725633894
-5.0606763709496	-0.789116214881562	-4.34974716800841	0.000259921331219827	0.336936741287764	0.0223720980564446
-4.65550591927055	-0.545644428471343	-4.32587947197144	0.000275485797119219	0.336936741287764	-0.0722601056698995
-4.83502473928765	-0.75721761224443	-4.3137284089105	0.000283764423199408	0.336936741287764	-0.0552418357878448
-4.2261723701407	2.49236180211263	-4.31221109879226	0.000284815504047138	0.336936741287764	0.162166645207177
-4.68121340568754	-1.18618124944498	-4.25402577947823	0.00032819841268646	0.338739699900463	-0.191373332056097
-4.14785901078735	0.92221925100489	-4.22509012423985	0.000352171294104105	0.338739699900463	-0.118275042216757
-3.99427497847923	-0.651360988567078	-4.18686013011089	0.000386545307148175	0.338739699900463	-0.311091391369802
-4.7203106632226	0.492044698170688	-4.15223049203928	0.000420562029053944	0.338739699900463	-0.34085623267949
-4.15974549834856	-1.95452164674808	-4.11971674984185	0.000455211178628914	0.338739699900463	-0.460022349641741
-4.21511070550449	-1.67080128691304	-4.08507249856603	0.000495264684669228	0.338739699900463	-0.498611499461741
-5.32423991396959	1.35105089451837	-4.04368462653322	0.000547737297031335	0.338739699900463	-0.454147589661323
-4.14298406891882	-2.37528426509769	-4.03901887395654	0.000553989112247502	0.338739699900463	-0.597824231953332
-4.94125394190743	2.22284515055973	-4.019299858892	0.000581204486886537	0.338739699900463	-0.344231375852181
-4.11214839284553	4.44642212618291	-4.01311919721494	0.000590005309862471	0.338739699900463	-0.265791233390988
-3.84456492202675	-2.25140532211546	-3.96105207651159	0.000669599471513435	0.338739699900463	-0.731951760845718
-4.26482114735103	-0.931485614311084	-3.96057894818496	0.000670369565435831	0.338739699900463	-0.702431520878108
-4.15009023504012	0.102432094191435	-3.92728479968915	0.000726827308814218	0.338739699900463	-0.727786373329082
-3.72064982373265	3.30216931053428	-3.92319481894756	0.000734080332446193	0.338739699900463	-0.485852204574353
-5.02523236653406	2.70656462323146	-3.8479772368309	0.000881015382766678	0.338739699900463	-0.703267976947504
-3.60999521797647	-1.26493552518628	-3.8469843322117	0.000883138009116089	0.338739699900463	-0.922835211165418
3.50938628716548	-0.831782807288924	3.84481727389717	0.000887788332311272	0.338739699900463	-0.909833040628103
-4.4869573083251	0.707004379195962	-3.83355705081643	0.00091234476493353	0.338739699900463	-0.866113098100824
-3.98493996752782	1.56976685377863	-3.80214448957809	0.000984458534564319	0.338739699900463	-0.874224695670871
-4.5318339051726	-1.0269274450664	-3.77238497251146	0.00105796472587455	0.338739699900463	-1.04419023869278
-1.33335278518009	7.10274299078629	-3.77045150747093	0.00106292375471033	0.338739699900463	-0.855748970872247
-1.59823600160671	4.67481831324899	-3.7662129804409	0.00107387538606232	0.338739699900463	-0.716356117861304
-4.98859614302244	1.2518264599917	-3.75655149237226	0.00109925733401295	0.338739699900463	-0.911659099732938
-4.17472835258766	1.37436621628682	-3.75315906024009	0.00110830948705684	0.338739699900463	-1.00033667858687
-4.53336024167898	1.66161256640926	-3.74759645523202	0.00112331194186479	0.338739699900463	-0.946408663581897
-3.85782766945519	1.35560155306802	-3.73115650294377	0.00116883249914467	0.338739699900463	-1.02134918370263
-4.40010842494784	-2.04795464968225	-3.73109683782247	0.00116900097728398	0.338739699900463	-1.10747339613022
-4.14392995297547	0.465617610283994	-3.72489650417596	0.00118664030951958	0.338739699900463	-1.06837962110452
-3.77365076327719	-0.0684249914682974	-3.71770084923095	0.00120744065335142	0.338739699900463	-1.09533301901101
-1.52873402087742	7.98794285033777	-3.71362342392098	0.00121938641325341	0.338739699900463	-1.06817502265277
-3.72667136845852	3.52307863483129	-3.6985601044123	0.00126453722818776	0.338739699900463	-0.912940546550338
-4.3554461163023	0.920072598647546	-3.69553036857863	0.00127381571225417	0.338739699900463	-1.07318616325008
-3.61405913619264	-1.44875097107865	-3.69185564134319	0.00128515957119122	0.338739699900463	-1.18362157076268
