"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
2.57248640193742	10.3350647983247	8.92788881633141	9.61362174831234e-09	0.000143851848244621	10.2004700018246
-4.12074132083271	8.98062179869798	-8.62648233314707	1.73713136390075e-08	0.000143851848244621	9.64963395421495
-7.23435840263071	1.25166665585494	-8.1191859894021	4.83038159198596e-08	0.000266669266421571	7.67661344394466
-7.23139039442832	0.492044698170688	-7.70432002479303	1.1435646873277e-07	0.000435903465724602	6.91676165842967
-6.86715407773383	1.37436621628682	-7.58216061006446	1.48039324978252e-07	0.000435903465724602	6.83078498568079
-6.93939338886	2.94881259271089	-7.54920440634146	1.58771519782695e-07	0.000435903465724602	6.93410867245299
2.21762331958411	11.1987268911153	7.42313896634357	2.0779034677223e-07	0.000435903465724602	7.06138296057648
-7.4193638281061	0.237758334783696	-7.38644401588839	2.24808165314755e-07	0.000435903465724602	6.4167452630834
-5.90349821888883	-1.8594011015083	-7.36211618297984	2.3687544931297e-07	0.000435903465724602	5.72402013132941
-3.99218833399896	6.46983939316325	-7.27042140469757	2.88680405101447e-07	0.000478112486929016	6.95255413376197
2.3336504662172	10.2271355992418	7.11247559952908	4.06925000574777e-07	0.000612681078138133	6.4432397155285
-6.25489838974432	0.177390970307971	-7.0202069738357	4.98053943815559e-07	0.00066083510117198	5.63528779055032
-7.6382007077821	1.35105089451837	-6.98535311876757	5.37717768347759e-07	0.00066083510117198	5.79396032794431
-3.43116888812972	5.50752799100498	-6.96804216591156	5.58609552977159e-07	0.00066083510117198	6.28656244448647
-6.89998269147399	1.55463040164059	-6.92962087922413	6.08009480864248e-07	0.000671323534804911	5.71525586195505
-5.98178842256073	-1.26493552518628	-6.84408270179132	7.34756609690783e-07	0.000701513121809221	5.0375630550276
-6.14616726294105	0.394307316527979	-6.83789089235675	7.44924206563378e-07	0.000701513121809221	5.34007230887997
-6.32531092659569	1.30075787198717	-6.79447646685936	8.20392810030605e-07	0.000701513121809221	5.41881722755893
1.71159080725028	8.13101793285587	6.78748028095866	8.33269420565511e-07	0.000701513121809221	5.8516892636049
1.98310153783601	10.2372892692399	6.78006932294864	8.47135758735927e-07	0.000701513121809221	5.69655881024185
-6.75797525983732	-2.35726224601964	-6.71642815413857	9.76405739811233e-07	0.00076399173241242	4.83984335313246
