"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
2.16964081714304	10.3350647983247	7.27834065273815	2.83778560147194e-07	0.00239327575332106	6.96795733738823
-3.34586634014996	8.98062179869798	-7.26989699617965	2.89008061021743e-07	0.00239327575332106	6.95476411767831
2.09293806516952	11.1987268911153	6.83458214861936	7.50416594967908e-07	0.00414279988195283	5.98535146251646
-2.83587249156557	4.88637053349252	-5.744527919459	9.08314175468536e-06	0.0290642619090949	3.54079965985489
-2.36885025590451	5.50752799100498	-5.72054497950416	9.61005133434045e-06	0.0290642619090949	3.57973729932294
-2.72255097118006	5.03562198421238	-5.68174661920528	1.0529258027688e-05	0.0290642619090949	3.39478121164233
-2.47784990941998	6.46983939316325	-5.59713577846818	1.28570383460571e-05	0.0304197527267711	3.3335648259078
2.44388640441884	10.9774628693358	5.42806021374541	1.92030184833108e-05	0.0372960544487544	2.80069863091728
-4.91193168628286	-2.93845496529583	-5.40541348489293	2.02671470860276e-05	0.0372960544487544	1.34428245752201
4.68529084688953	1.66773500048973	5.20624351416039	3.26288793678705e-05	0.0455196838654497	1.37260061493728
-2.33570062674659	4.56173328603294	-5.20295981101603	3.28869360363535e-05	0.0455196838654497	2.34437290300635
1.64191165189072	8.19662885900296	5.19991703487385	3.31279047389334e-05	0.0455196838654497	2.40894329530548
-2.84642764499066	5.68301776682485	-5.16842165708996	3.57297361581238e-05	0.0455196838654497	2.37428777866278
-5.34971174997541	-2.35726224601964	-5.0927547541714	4.28593960889688e-05	0.0469881307571929	1.04496359131443
-3.57295125601281	4.53292954734056	-5.09137535727398	4.30019488089468e-05	0.0469881307571929	2.05969009718333
1.73050901406847	10.2271355992418	5.04839184718143	4.76928748368256e-05	0.0469881307571929	1.95813494132301
-4.14520320284322	2.94881259271089	-5.04373880886914	4.8230782687615e-05	0.0469881307571929	1.81239413445578
-3.17451565066637	8.57808653584895	-4.99711424370353	5.39715264293332e-05	0.0483404868946327	1.883047465435
2.08615040934427	8.8756878866297	4.94486538339139	6.12303587696012e-05	0.0483404868946327	1.77640729911879
-2.07602650373028	5.97491489685724	-4.91300708311261	6.61327304122785e-05	0.0483404868946327	1.80405585247705
1.61746280640201	8.14159238195016	4.89602181391975	6.89065316706717e-05	0.0483404868946327	1.7135782427196
1.58822162581243	9.7725746841512	4.88288289283458	7.11325344028783e-05	0.0483404868946327	1.57856904634795
2.06004844525546	10.5109503142706	4.86197352614056	7.48256666283236e-05	0.0483404868946327	1.49426734683123
1.51103306420876	8.31635399275513	4.84459017086784	7.80429301252017e-05	0.0483404868946327	1.5824584300087
2.13077917849852	6.86608619089641	4.82869932831664	8.11059402449126e-05	0.0483404868946327	1.61129871010739
2.09808614268898	6.95655999187117	4.82154478015407	8.25243118122484e-05	0.0483404868946327	1.59549250807075
2.07921736377736	9.27532102521344	4.80263794965057	8.63941182565634e-05	0.0483404868946327	1.43708527150206
-3.54010599311715	-3.63239197908691	-4.79850161998843	8.72648363830257e-05	0.0483404868946327	0.402418065010194
1.62374290178487	7.32948906422111	4.78712613667734	8.97053255493536e-05	0.0483404868946327	1.50015995710039
1.84742061868713	6.70071468402269	4.78195709463692	9.08369096372277e-05	0.0483404868946327	1.50240149608336
1.80031146139126	8.16117887571808	4.78002313720233	9.12639718578909e-05	0.0483404868946327	1.44147013766574
1.25148942153989	8.13101793285587	4.77048371094739	9.34002886504194e-05	0.0483404868946327	1.41769875108115
-5.32795303143342	-2.94581157836109	-4.75185846836744	9.77176916496652e-05	0.0488075735614429	0.409858596827256
