"Gene.name"	"Row.names"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"11VG"	"37VG"	"38VG"	"50VG"	"54VG"	"55-VG"	"12MII"	"13-MII"	"16MII"	"17-MII"	"53MII"	"7-MII"	"85-MII"
"PASK"	"ENSG00000115687"	-0.4538285	5.780187	0.4665811	0.5018515	0.7239839	6.300816	6.363688	3.639354	5.496438	4.928737	3.445146	5.245898	6.501115	7.073029	6.605402	3.069715	5.382088	2.330634
"ZNF227"	"ENSG00000131115"	0.5502767	6.595131	0.46658	0.501852	0.7239839	6.638028	7.083989	5.876597	7.482551	6.81325	6.608615	6.129675	7.173534	6.588047	7.317427	5.864145	3.992468	-3.872912
"CYP1A2"	"ENSG00000140505"	0.6278749	-1.359441	0.4659199	0.5020797	0.7242466	-3.872912	-1.945826	0.4539521	-2.249063	-1.353056	-0.08540377	-1.395331	-3.872912	-2.242248	-1.858416	-1.005558	-1.266681	-0.4455235
"TLE3"	"ENSG00000140332"	1.106434	0.2357958	0.4653059	0.5024303	0.7245432	-2.613636	-1.431927	3.567281	-2.644306	-0.9889167	-3.872912	1.732758	-0.6012607	-3.872912	-3.872912	1.60343	-3.872912	-3.872912
"VARS2"	"ENSG00000137411"	0.9877596	-0.2675328	0.4652334	0.5024632	0.7245432	0.9935134	0.5797527	1.088108	-0.009418966	-3.872912	-3.872912	1.031426	-0.1091258	-0.1774983	-3.280388	-3.872912	-3.872912	-3.872912
"PWWP2A"	"ENSG00000170234"	0.7180196	2.185205	0.4652082	0.5024747	0.7245432	-0.270022	2.49495	4.133592	1.936493	2.337963	1.584398	1.926008	-2.508848	0.4890236	-0.5359732	3.895362	0.1347326	1.826323
"UBE2E2"	"ENSG00000182247"	0.5683217	5.188869	0.4651324	0.5025091	0.7245432	4.941683	4.653393	5.009382	5.647046	5.701422	5.390412	4.185689	5.496319	5.323776	6.113846	3.147407	0.4687383	-3.872912
"LENG8"	"ENSG00000274305"	-0.9266745	-0.4263135	0.4651219	0.5025139	0.7245432	2.787583	1.815855	3.718571	-0.03561778	-0.8238609	-0.4155978	2.83999	1.161915	-2.87635	-3.712958	-2.418239	-3.872912	-3.872912
"NFIC"	"ENSG00000141905"	0.4925866	2.019792	0.4644636	0.502713	0.7247644	2.022821	2.070816	3.870856	0.7423626	0.7678341	0.9691614	1.650011	2.429363	1.566218	1.758129	2.815325	-1.4971	0.3521088
"SLC25A35"	"ENSG00000125434"	0.6272262	-1.520382	0.4642117	0.5028536	0.7249012	-0.9672673	-2.125786	-0.8995508	-1.530058	-0.8633137	-1.831856	-3.385411	-3.035335	-3.872912	-1.717873	-1.138204	-3.872912	-0.1947871
"SGCZ"	"ENSG00000185053"	-0.3761454	5.56082	0.4639426	0.5030504	0.7251189	5.379922	5.360756	2.686146	6.631793	4.64045	4.148023	4.927197	4.298375	5.315737	6.845053	4.899727	5.686297	5.988204
"CPA1"	"ENSG00000091704"	-0.9061121	2.535793	0.4634743	0.5032637	0.7253604	2.666059	2.053246	-3.872912	2.28754	2.344164	-3.872912	2.740898	4.14035	2.904244	3.659366	-3.872912	-3.872912	-3.253372
"TMEM185A"	"ENSG00000269556"	0.6989704	5.404036	0.463343	0.5033235	0.7253807	6.361038	5.991214	4.161704	5.347388	5.190071	3.486989	4.614139	4.724916	6.74315	3.878389	3.108302	-3.872912	-3.872912
"FHL3"	"ENSG00000183386"	0.949634	0.8486184	0.462973	0.5034922	0.7255038	0.955442	0.9318602	3.352384	-0.199944	0.4821638	-2.442725	1.522908	2.630489	-1.781924	-0.6881607	-3.872912	-3.872912	-3.872912
"KHDC1"	"ENSG00000135314"	0.5508089	0.3585316	0.4626112	0.5035573	0.7255038	0.6874767	-0.241495	0.9612902	-1.27679	-0.4862946	0.04973199	0.3813127	-0.4447084	-1.434759	0.8740201	-0.413144	-2.99579	-1.980541
"ABCA2"	"ENSG00000107331"	0.800744	1.79877	0.4626345	0.5036466	0.7255038	2.993523	2.764731	0.7796877	0.7813686	-1.919884	-2.442725	-1.3656	0.3827449	3.203389	-2.276816	-0.7781265	-0.1741996	-2.489329
"ANGEL1"	"ENSG00000013523"	0.6471689	2.922768	0.46247	0.5037217	0.7255038	3.385076	3.410535	3.622132	3.362374	2.027648	0.8234637	2.555691	3.632697	3.60599	2.489387	-0.216719	-3.872912	-3.252982
"SEC24D"	"ENSG00000150961"	0.5651032	2.318328	0.4624148	0.5037469	0.7255038	2.14174	2.115952	4.084799	2.633605	2.508558	-0.0983503	4.201498	2.261721	1.243568	1.500905	0.2831672	-0.5807475	-2.229867
"ZNF185"	"ENSG00000147394"	-0.8449406	2.680912	0.4624011	0.5037531	0.7255038	3.109375	3.19214	0.9922952	1.828898	2.513309	1.024903	3.366079	1.853512	2.638118	2.898491	-3.872912	-3.872912	5.206945
